,menus.description,menus.name
7128,Came asada tacos,Taco
7129,Sausage and eggs tacos,Taco
7130,Soft corn tacos with beef tongue served with pico de gallo,Taco
7133,Hard shell tacos with ground beef,Taco
7138,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
7139,Grilled all natural chicken raised without antibiotics,Taco
7145,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
7146,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
7147,Grilled all natural chicken raised without antibiotics,Taco
7152,"Three grilled, ancho chili cod skewers served with flour tortillas, avocado, spicy chipotle sour cream, coleslaw and pineapple salsa.",Taco
7153,"Two flour tortillas with spicy grilled or breaded cod fillets, pineapple salsa, shredded lettuce and avocado sour cream. Served with blue tortilla chips and house salsa.",Taco
7155,"lemon sesame sumac market fish, tomato aleppo salsa, feta cream, eggplant, corn tortillas, red cabbage, green harissa, cilantro",Taco
7156,Served with Rice and Refried Beans.,Taco
7157,Served with Rice and Refried Beans.,Taco
7160,"Three soft flour Tortillas filled with Grilled Chicken. Served with Lettuce, Tomato, and Cheese Dip.",Taco
7162,"Three soft Flour Tortillas filled with Grilled Chicken. Served with Lettuce, Tomato, and Cheese Dip on the side.",Taco
7165,Served with Spanish Rice and Refried Beans.,Taco
7168,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7169,Beef or chicken,Taco
7170,Beef or chicken,Taco
7171,Beef or chicken,Taco
7172,Beef or chicken,Taco
7173,Beef or chicken,Taco
7174,Beef or chicken,Taco
7175,Beef or chicken,Taco
7176,Beef or chicken,Taco
7178,Marinated pork with your choice of lettuce and tomatoes or onions and cilantro.,Taco
7179,Roast pork with your choice of lettuce and tomatoes or onions and cilantro.,Taco
7184,"Estillo italiano con, sabor mexicano choose sauce and 1 meat",Taco
7185,Cali style with spicy cabbage and avocado,Taco
7186,"With jicama slaw, avocado, cornmeal battered",Taco
7187,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7188,"Citrus marinated mahi mahi, soft flour tortillas, cilantro lime crema, guacamole, pico de gallo, santa fe brown rice, coleslaw",Taco
7189,"Seared ahi, guacamole, pico de gallo, cilantrolime crema served with spanish rice and wasabi slaw",Taco
7191,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7192,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7193,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7201,Includes lettuce and cheese.,Taco
7202,"Choose any two tacos with a choice of a small barrio chopped, cup of pozole or rice and beans",Taco
7203,"Cheddar cheese scrambled eggs, jalapeno-chicken sausage, guacamole, fresh tomato salsa and pickled jalapeno served with fried potatoes",Taco
7205,"Served with mexican rice, fresh tomato salsa and a side of crema",Taco
7206,"Soft corn tortillas filled with grilled or crispy tempura fish, avocado, tomato, onions, cilantro and crema. served with black beans and rice",Taco
7208,"Soft corn tortillas filled with spicy chicken, cheese, avocado, tomato, onions, cilantro and crema. served with black beans and rice",Taco
7209,"Steamed asian buns with roasted pork, marinated cucumbers, carrots and onion with chiles, cilantro and sesame seeds",Taco
7210,"Two tacos on freshly made, soft flour tortillas, with your choice of marinated and grilled meats or veggies, lettuce, cheese, and salsa.",Taco
7214,"Lingonberry Preserves, Creamy Slaw, Jalapenos",Taco
7215,"Avocado, Ponzu, Ginger, Wasabi",Taco
7216,"Lingonberry Preserves, Cranberry Slaw",Taco
7219,"Three mini corn tortillas filled with carne asada or grilled chicken, topped with chopped cilantro and onions. Served with fresh guacamole, our homemade salsa, Mexican rice and refried beans.",Taco
7222,"Two corn tortillas filled with beef chorizo sausage, scrambled eggs and fresh avocado. Topped with our homemade salsa and Cotija cheese. Served with Mexican rice and black beans.",Taco
7223,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7224,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
7225,"12 crunchy or soft tacos filled with seasoned beef, crisp shredded lettuce and real cheddar cheese",Taco
7226,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
7227,"This taco bell fresco taco is a warm, soft flour tortilla filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7228,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
7229,"This taco bell fresco taco is a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7231,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese Doritos chips.",Taco
7232,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
7233,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
7234,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
7236,3 Tacos De Su Preferencia Arros y frijoles,Taco
7238,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
7239,Grilled all natural chicken raised without antibiotics,Taco
7245,"Three flour tortillas with blackened or fried mahi mahi, coleslaw, salsa, and drizzled with a cilantro chipoltle sauce.",Taco
7246,"Three flour tortillas with blackened or fried mahi mahi, coleslaw, salsa and drizzled with a cilantro chipotle sauce",Taco
7248,Beef or chicken and cheese,Taco
7253,"Grilled pork, roasted pineapple, onion, corn tortilla, lime",Taco
7254,"Grilled scallion, avocado, cabbage, cilantro, onion, corn tortilla",Taco
7255,"Grilled scallion, lime, cilantro, cabbage, corn tortilla",Taco
7257,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
7260,With Pico di Gallo,Taco
7261,"(three tacos per order) diced chunks of tender grilled steak or chicken served with minced onions, cilantro and a dash of lime juice over corn tortilla",Taco
7265,"Beef, lettuce, tomatoes, and cheese.",Taco
7268,"Beef, lettuce, tomatoes, and cheese.",Taco
7270,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7272,Ask your Server,Taco
7274,"Slow braised, cabbage radish slaw, avocado creama, tortilla",Taco
7275,"Grilled shrimp, cucumber slaw, flour tortillas",Taco
7276,"Grilled shrimp, cabbage slaw, flour tortillas",Taco
7277,"Korean bbq, cucumber slaw, flour tortillas",Taco
7278,"Korean bbq, cabbage slaw, flow tortillas",Taco
7286,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7289,"2 Soyrizo and egg tacos, with our roasted tomato salsa and pickled red onions. Served with black beans and rice",Taco
7290,"2 applewood smoked bacon and egg tacos, with our roasted tomato salsa and pickled red onions. Served with black beans and rice",Taco
7291,Available with a one day advanced notice only,Taco
7292,"Annatto marinated pork belly, shredded cabbage, pickled onions, cotija cheese, chipotle salsa, pico de gallo, black beans, mexican rice",Taco
7297,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
7299,"Sour cream, cheese pico de gallo, guacamole",Taco
7300,"Sour cream, cheese pico de gallo, guacamole",Taco
7302,"Atlantic swordfish, guacamole, curtido, pico de gallo, chipotle aioli, rice",Taco
7303,"Lettuce, sour cream, Cheddar and pico de gallo",Taco
7306,"Taco Beef, Chicken or Pork",Taco
7308,"Three corn tortillas loaded with your choice of steak, chicken or pork carnitas, topped with onions, cheese and fresh cilantro, served with rice and beans.",Taco
7310,2 tacos and 1 domestic draft.,Taco
7311,"Seasoned lean ground beef, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla.",Taco
7312,"Choice of 2 original, shredded beef or chicken tacos. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink.",Taco
7313,"Seasoned lean ground beef, mild real cheddar cheese, fresh lettuce and tomato on a bun.",Taco
7314,"Seasoned lean shredded beef , mild real cheddar cheese, fresh lettuce and tomato in a soft corn tortilla.",Taco
7317,"Seasoned lean ground beef, mild real cheddar cheese, fresh lettuce and tomato all served in a crispy corn taco shell.",Taco
7321,"All white meat chicken, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla.",Taco
7322,"All white meat chicken, spicy green sauce, sour cream, mild real cheddar cheese and fresh lettuce in a soft corn tortilla.",Taco
7329,"Two tacos stuffed with shrimp, grilled with mild jalapeno garlic butter, and served with rice and beans",Taco
7330,"Two fish tacos filled with tender filets of fish. grilled to perfection, served with rice and beans",Taco
7331,"Two grilled fish or shrimp tacos, salsa, cabbage, cheese and spicy cilantro dressing with mexican rice and beans",Taco
7334,Mini taco shells filled with spicy minced tandoori chicken or minced homemade cheese,Taco
7335,Mini taco shells filled with spicy minced tandoori chicken or minced homemade cheese,Taco
7336,"Soft corn tortillas filled with grilled or crispy tempura fish, avocado, tomato, onions, cilantro and crema. served with black beans and rice",Taco
7338,"Soft corn tortillas filled with spicy chicken, cheese, avocado, tomato, onions, cilantro and crema. served with black beans and rice",Taco
7339,"Steamed asian buns with roasted pork, marinated cucumbers, carrots and onion with chiles, cilantro and sesame seeds",Taco
7340,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
7341,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
7342,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
7344,Your choice of meat for the taco.,Taco
7345,Add avocado to the crispy taco.,Taco
7346,Your choice of meat for the crispy taco.,Taco
7349,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
7351,"With guacamole, cheese",Taco
7352,(Beef or chicken),Taco
7353,(Beef or chicken),Taco
7354,"With guacamole, cheese",Taco
7355,With or without the shell. see meat choices below,Taco
7357,"Onion, Olives, Tomato, Lettuce, Hamburger, Taco Seasoning, Nacho Chips",Taco
7358,"Beef, fresh tomatoes, black olives, sour cream, cheddar cheese and scallions",Taco
7360,"Chicken breast, lettuce, tomatoes, peppers, guacamole in a crispy flour tortilla con queso",Taco
7361,"Deep fried flour tortillas stuffed with ground beef or chicken topped with cheese, lettuce and tomatoes",Taco
7363,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
7364,"Carne asada, chile verde, carnitas, mesquite grilled chicken or al pastor.",Taco
7365,"Three soft flour tortillas, grilled white basa filet, pico de gallo, fresh cilantro- cabbage slaw and chipotle aioli",Taco
7367,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
7368,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
7369,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
7370,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
7375,Beef or chicken tacos with rice and beans,Taco
7376,"Beef or chicken, with rice and beans",Taco
7377,"Worcestershire, ginger, garlic, green onions, sweet chili sauce",Taco
7379,Served with frijoles refritos y arroz de la casa,Taco
7380,"Made with fresh grilled marinated seasonal fish, topped with cabbage, cilantro and dressing. served with rice and refried olla beans",Taco
7382,"Two flour tortillas filled with grilled chicken breast, lettuce, guacamole, olla beans, salsa fresca and cojita cheese. served with rice and olla beans",Taco
7383,"Two crispy tacos stuffed with shrimp, cabbage, dressing, house salsa and avocado slices. served with rice and olla beans",Taco
7384,"Two tacos made with soft corn tortillas, stuffed homemade michoacan style carnitas, garnished with pur famous escabeche. served with rice and olla beans",Taco
7391,Chicken or beef,Taco
7392,"Covered in taco sauce, taco meat, mozzarella, cheddar, tortilla chips, lettuce,  tomatoes, black olives and green onions. sour cream and salsa on the side",Taco
7394,With guacamole,Taco
7395,With guacamole,Taco
7396,"Chopped romaine lettuce, tomato corn salsa, black beans, cheddar cheese, grilled chicken breast, tortilla strips, avocado tossed with lime vinaigrette.",Taco
7397,"Tomatillo salsa, queso fresco",Taco
7398,"Tomatillo salsa, queso fresco",Taco
7399,"Pacific Ono, salsa fresca, smoked jalapeno ranch",Taco
7400,"Chipotle Ranch, salsa fresca, fresh lime",Taco
7402,"Two beef tacos in a fried tortilla with tomatoes, lettuce and shredded cheese.",Taco
7403,"Mixed Greens, Chicken, Cheddar, Guacamole, Cilantro, Tortilla Chips, Mexican Salsa, Sour Cream",Taco
7404,"Cheese crusted tortilla, carnitas, bacon chorizo, chipotle, cumin crema, guacamole, roasted garlic, cilantro",Taco
7412,The meat of your choice.,Taco
7413,"Mahi mahi sauteed with onions and tomatoes, garnished with cabbage and pico de gallo. served with rice and beans.",Taco
7414,With nacho chips,Taco
7416,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
7417,"Choice of grilled fish or lobster in a flour tortilla with guacamole and lettuce, served with spanish rice, pinto beans and mango papaya salsa",Taco
7418,"Choice of carnitas, tri-tip or chicken in a flour tortilla with guacamole, and lettuce, served with spanish rice, pinto beans and salsa",Taco
7419,"Your choice of grilled tri-tip or chicken filled flour tortillas. With salsa, sour cream, guacamole, Spanish rice and beans",Taco
7420,"With mango-papaya salsa, spanish rice and beans",Taco
7421,"With mango-papaya salsa, spanish rice and beans",Taco
7422,"Our slow smoked shredded pulled pork, topped with our award winning ECW Golden BBQ sauce, with pico de gallo, shredded lettuce, chipotle sour cream, and mozzarella cheese, all layered in three warm soft flour tortillas.",Taco
7423,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
7424,"12 crunchy or soft tacos filled with seasoned beef, crisp shredded lettuce and real cheddar cheese",Taco
7425,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
7426,"This taco bell fresco taco is a warm, soft flour tortilla filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7427,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
7428,"This taco bell fresco taco is a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
7430,"A warm, soft flour tortilla spread with hearty beans and wrapped around a crunchy corn taco shell filled with seasoned ground beef, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes and reduced fat sour cream.",Taco
7431,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese Doritos chips.",Taco
7432,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
7433,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
7434,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
7437,"Fried or boiled with shredded cabbage, creamy chipotle sauce, and pico de gallo on an 8 inch flour tortilla.",Taco
7438,"Fried or boiled with shredded cabbage, creamy chipotle sauce, and pico de gallo on an 8 inch flour tortilla.",Taco
7440,"Add fresh iceberg lettuce, jack cheese and fresh guacamole",Taco
7445,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7448,"With Avocado, Grilled Corn, Red Radish, Grape Tomatoes, Shaved Romaine, Sour Cream Tarter Sauce, Chipotle Salsa Picante",Taco
7449,With Salsa Picante,Taco
7451,"Gr. Beef, chicken, pastor, asada, carnitas",Taco
7453,Ground beef only,Taco
7454,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7455,"Chipotle remoulade, pickled cabbage, spanish rice",Taco
7456,"Filet tips, napa cabbage, radish, spicy aioli",Taco
7457,"Napa cabbage, radish, cilantro lime vinaigrette, spicy aioli",Taco
7459,"Three tacos with grilled tilipia, shredded cabbage, pico di gallo, fresh avocado and our chipotle lime aioli. Served with rice",Taco
7461,"Three tacos with char broiled chicken or steak, shredded lettuce, cheddar cheese and pico de gallo. Served with rice",Taco
7463,"Fried cod, spicy slaw, black bean corn salsa, chipotle aioli, grilled tortilla",Taco
7464,"Marinated and charbroiled fillings served with piping hot flour or corn tortillas to make your own soft tacos. served with guacamole, sour cream and salsa.",Taco
7465,"Charbroiled tender slices of flank steak, combined with sauteed red sliced onions and bell peppers, corn, fresh cilantro and spices. served with warm tortillas, sour cream and tomatoes to make your own soft tacos. guacamole and refried beans on side. choice of soup.",Taco
7466,"Two tacos, served with soup",Taco
7467,"Fresh swordfish steak marinated and broiled in a tasty mayan sauce made of loroco, capers, onions and lemon.",Taco
7469,Your choice of soft shell or hard shell,Taco
7470,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7471,"Grilled marinated rib eye, diced and topped with onions and cilantro.",Taco
7473,"Soft corn tortillas filled with fried fish, lettuce, pico de gallo, and our special chipotle sauce.",Taco
7475,"Soft corn tortillas with sauteed asparagus and zucchini, topped with guacamole. Served with white rice and black beans.",Taco
7476,Soft corn tortillas with grilled marinated chicken topped with onions and cilantro.,Taco
7477,Slow cooked pork meat topped with onions and cilantro.,Taco
7478,"Grilled pork in a chile guajillo sauce, topped with onions, cilantro, and pineapple.",Taco
7479,"Two soft fried fish tacos with our special chipotle sauce, lettuce, and pico de gallo. Served with rice and beans.",Taco
7481,"Two soft tacos with your choice of beef, chicken, carnitas, or pastor, topped with onions and cilantro. Served with rice and refried beans.",Taco
7482,"Chicken, asada, carnitas pastor",Taco
7483,"3 grilled fish tacos with pico de gallo, avocado slices and rice",Taco
7484,"3 grilled shrimp tacos with pico de gallo,  avocado slices and rice",Taco
7485,Fish or shrimp,Taco
7486,"Lump crabmeat, guacamole, Pico de Gallo, TropiCali lettuce and salsa verde.",Taco
7487,"Soft corn tortillas with TropiCali lettuce, our secret blend of cheese and PIco de Gallo. Hot chipotle of mild chili sauce. Choose from marinated grilled chicken or steak, crispy chicken, or veggies.",Taco
7488,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7491,"Grilled fish or shrimp on a soft corn tortilla with a shredded green and red cabbage slaw, spicy cream, cotija cheese, cheddar and jack cheese, pico de gallo and avocado",Taco
7492,"Served with soft corn tortillas, pico de gallo and guacamole tender slow roasted pork carnitas, adobada pork, shredded beef, grilled carne asada, stewed chicken or vegetarian",Taco
7493,"Our juicy chicken or beef, pico de gallo, shredded lettuce and shredded cheese",Taco
7495,"Our juicy chicken rolled in a corn tortilla and fried crispy, topped with melted cheddar cheese, jalapeno cream, pico de gallo and guacamole",Taco
7497,"Grilled fish or shrimp on a soft corn tortilla with a shredded green and red cabbage slaw, spicy cream, cotija cheese, cheddar and jack cheese, pico de gallo and avocado",Taco
7498,"Our juicy chicken or beef, pico de gallo, shredded lettuce and shredded cheese",Taco
7499,"Our juicy chicken rolled in a corn tortilla and fried crispy, topped with melted cheddar cheese, jalapeno cream, pico de gallo and guacamole",Taco
7500,"Artisan flatbread, black forest ham, swiss cheese, scrambled egg, hollandaise, petit greens",Taco
7501,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
7502,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
7503,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
7504,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
7510,"One beef enchilada, one chile relleno",Taco
7512,One chicken enchilada,Taco
7514,"Soft taco or carnitas, guacamole and pico do gallo relish, tomato, onion, cilantro, chiles and garlic",Taco
7516,"Beef, chicken or chorizo",Taco
7517,"Soft or crispy tortilla, choose from chicken  beef or carnitas",Taco
7519,"Grilled white fish, chipotle mayo, cabbage, shredded cheese, and pico de gallo. Served with rice and beans, salsa, and fresh lime wedges. Your choice of 3 soft flour, 4 soft corn, or 4 hard corn tortillas.",Taco
7524,"Two soft corn tortillas, melted monterey Jack cheese, whole boiled pinto beans, avocado, fresh salsa made daily and meat of your choice",Taco
7525,"Two soft corn tortillas, melted Monterey Jack cheese, boiled whole pinto beans, rice and fresh salsa made daily",Taco
7526,"Two soft corn tortillas, whole boiled pinto beans, fresh salsa made daily and meat of your choice",Taco
7527,A smaller version of our taco mediano for those with smaller appetites,Taco
7528,3 tacos con la carne de su preferencial con arroz y frijoles. (3 soft tacos with your choice of meat served with rice and beans),Taco
7529,3 cactus tacos with cheese,Taco
7530,3 Cactus tacos with cheese.,Taco
7531,All days,Taco
7532,All days,Taco
7535,Folded toasted tortillas filled with beef or chicken.,Taco
7536,Folded toasted tortillas filled with beef or chicken.,Taco
7538,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7539,"3 soft tacos with blackened tilapia, pico de gallo, lettuce, low fat sour cream and avocado spread. served with mexican corn on the cob",Taco
7540,"Soft taco with blackened tilapia, pico de gallo, lettuce, low fat sour cream and avocado spread.",Taco
7541,"Traditional fry bread topped with your choice of chicken, beef, or veggies, and covered with cheese, lettuce, tomatoes, cilantro, black olives, onions, and beans.",Taco
7542,"Authentic mexican soft tacos with chicken, beef, or veggies, tomatoes, onions, cabbage and fresh cilantro. served with rice and beans.",Taco
7546,"Three Seared Rare Ahi Tacos with Cilantro, Avocado, and Sriracha Aioli",Taco
7551,"Served with lettuce, cheese on corn tortilla and fresh salsa on the side.",Taco
7553,"Your choice of Carne Asada or Grilled Chicken, served in corn tortillas with cabbage and pico de gallo. Served with rice and beans",Taco
7555,"Catch of the day seasoned and grille, rolled in corn tortillas with cabbage, pico de gallo, rice and beans",Taco
7556,Print,Taco
7557,"A flour tortilla filled with your choice of shredded beef, chicken or ground beef. Topped with cheese and mole",Taco
7560,Your choice of carne asada or grilled chicken,Taco
7561,"Your choice of chicken, ground beef, or shredded beef",Taco
7562,Your choice of carne asada or grilled chicken,Taco
7563,"Your choice of chicken, ground beef, or shredded beef",Taco
7564,"Bacon and Egg or Bean and Cheese on Home made corn tortillas. Everyday, while they last.",Taco
7565,"With lettuce, tomato, cheddar cheese, onion and ground beef",Taco
7567,"Add fresh iceberg lettuce, jack cheese and fresh guacamole",Taco
7569,Add black beans and yucateco rice to your tacos add,Taco
7571,"3 tacos with ground beef, lettuce, tomatoes, and cheese",Taco
7574,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
7576,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
7578,Thinly Sliced Octopus with Ponzu Sauce,Taco
7579,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7580,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7581,"Orange Margarita Gastrique, Oven Dried Tomato Pico De Gallo",Taco
7584,"Ale battered tilapia with rice, mixed cheese, pico de gallo and cilantro cream",Taco
7586,"Two tacos on freshly made, soft flour tortillas, with your choice of marinated and grilled meats or veggies, lettuce, cheese, and salsa.",Taco
7590,"Grilled filet, bacon, onions, and bell peppers. served with rice and your choice of refried, black or charro beans.  add chihuahua cheese",Taco
7591,"Marinated pork steak topped with onions, pineapple, and cilantro. served with rice and your choice of refried, black or charro beans.   add chihuahua cheese",Taco
7592,"Grilled marinated skirt steak or chicken strips. served with rice and your choice of refried, black or charro beans. chicken steak add chihuahua cheese",Taco
7593,"Mini tacos of grilled steak, pastor, carnitas, fish, chicken, and shrimp. try all six or order your own mix.",Taco
7594,"Lightly battered and fried white fish, topped with fresh cabbage and pico de gallo. side of charro beans.",Taco
7595,"Jumbo flour tortilla shell stuffed with shredded chicken, fresh lettuce",Taco
7598,"B.B.Q chicken, short rib, pork or chorizo",Taco
7599,"A crisp taco shell filled with romaine lettuce, tomatoes, black olives, cucumbers, onions and shredded cheddar cheese. Topped with your choice of pulled chicken, pulled pork or taco beef.",Taco
7600,"Shredded chicken, pork or ground beef",Taco
7601,"Three flour tortillas filled with beer battered cod, napa cabbage and pico de gallo. Served with Spanish rice, limes and sweet plantains.",Taco
7604,Two handmade soft corn tortillas stuffed with spice rubbed tilapia filet corn lettuce and fresh salsa served with rice refried beans and sliced avocado,Taco
7606,"Your choice of chicken, beef, roasted pork, beans, turkey chili, cheese, or vegetables served with rice and beans",Taco
7610,A beef yellow corn taco and 2 chicken taquitos served with rice beans sour cream and guacamole,Taco
7615,Chicken or beef,Taco
7616,"Roast beef tacos with corn tortillas. served with   beans, green sauce, and pico de gallo.",Taco
7620,"One bean tostada, chile con queso, and one cheese quesadilla",Taco
7623,"2 Fish Taco topped with cabbage and cilantro salsa, rice and beans pico de gallo and lime on the side",Taco
7627,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7628,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7630,Three curried fried chicken tacos with apple salsa and cherry pepper aioli.,Taco
7632,"cod, corn salsa, guacamole, spicy taco sauce, served with mixed green salad",Taco
7634,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7635,"Hatch chiles, black beans, guacamole, cheese and pico de gallo.",Taco
7636,"Seasoned shrimp, chipotle mayo, fabulous mango pico, cabbage and avocado.",Taco
7637,"Spinach, egg, onions, mushrooms, tomato and jack cheese. perfect for lunch or breakfast.",Taco
7638,Build your own breakfast taco with with choice of 2 items. served in choice of tortilla.,Taco
7639,"Crispy wonton shell, guacamole, spicy crema, slaw",Taco
7641,"Come with choice of hard corn or soft flour tortilla, beans, salsa, lettuce and cheese",Taco
7647,"Flour tortilla with lettuce, chopped tomato, cheese with salsa",Taco
7648,"Line caught wahoo served in grilled corn tortillas with sliced avocado, cabbage, pico de gallo and avocado salsa",Taco
7649,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
7656,"Grilled Lobster Tail, Sriracha Aioli, Pico de Gallo, Cabbage, Cotija",Taco
7657,"Beer Battered Shrimp, Sriracha Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Taco
7658,"Braised Lamb, Guacamole, Onions, Cilantro",Taco
7659,"Grilled Achiote Marinated Chicken Breast , Guacamole, Onions, Cilantro",Taco
7660,"Grilled Marinated Beef Tenderloin, Guacamole, Onions, Cilantro",Taco
7662,"Fresh Beer Battered Halibut, Chipotle Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Taco
7663,"Braised Short Rib, Chipotle Aioli, Guacamole, Pico de Gallo, Cilantro, Cabbage, Cotija",Taco
7664,"Crispy Pork Belly, Garlic Aioli, Guacamole, Pico de Gallo, Cabbage, Cotija",Taco
7665,"Grilled Prickly Pear Cactus, Pico de Gallo, Guacamole, Cilantro",Taco
