,menus.description,menus.name
8013,"Mexican rice, refried beans, onions, bell peppers, mushrooms, lettuce, avocado-cilantro salsa",Burrito
8026,"Sausage, egg, potato with cheese and green chili",Burrito
8027,"Tender chunks of white meat chicken, black beans and green chili rolled in flour tortilla with handmade green chili",Burrito
8028,Slow simmered marinated pork or beef rolled in fresh tortillas and served with salsa,Burrito
8029,With green chili sausage or bacon,Burrito
8030,"Slowed cooked ground beef, from scratch refried beans with cheese rolled in flour tortilla with handmade green chili",Burrito
8031,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8032,"Eggs, cheese, bell pepper, onion, bacon or sausage folded into a flour tortilla served with fresh roasted salsa",Burrito
8039,Special steak burrito with stuffed pepper,Burrito
8040,Special steak burrito soaked in salsa,Burrito
8041,Ground beef burrito soaked in sauce,Burrito
8042,"Bean, and cheese burrito, served rice and beans",Burrito
8052,Special steak burrito with stuffed pepper,Burrito
8053,Special steak burrito soaked in salsa,Burrito
8054,Ground beef burrito soaked in sauce,Burrito
8055,"Bean, and cheese burrito, served rice and beans",Burrito
8057,"A warm, soft flour tortilla thats packed with a double portion of seasoned ground beef, seasoned rice, crunchy red tortilla strips, real cheddar cheese, cool reduced fat sour cream and cheesy molten hot lava sauce.",Burrito
8062,"A warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
8067,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
8073,"A warm tortilla filled with scrambled eggs, diced onions, peppers, diced bacon and shredded cheese, served with hash browns and a slice of wheat toast",Burrito
8074,"Flour tortilla filled with scrambled eggs, mushrooms, tomatoes, onion and garlic, topped with mild ranchera sauce, melted cheese and avocado",Burrito
8075,"Filled with tender pieces of chicken, rice, beans, topped with ranchera sauce, melted cheese and guacamole",Burrito
8076,"Filled with tender pieces of pork, rice, beans, topped with tasty sauce, melted cheese and sour cream",Burrito
8077,"Flour tortilla stuffed with ham, eggs, potatoes and lettuce, topped with sauce, melted cheese, guacamole and sour cream",Burrito
8078,"Filled with beef, beans, rice and lettuce topped with sauce, melted cheese, guacamole and sour cream",Burrito
8079,"Carne asada (steak) , egg, potato, cheese. Onion, sour cream, and guacamole. Served dry",Burrito
8080,"Pollo negro (blackened chicken) , eggs, avocado, covered in green sauce. Topped with sour cream and guacamole",Burrito
8082,"Shredded beef, scrambled eggs, tomato, onions, cilantro, guacamole and sour cream",Burrito
8083,"Chicken, beans, rice, topped with our tangy green sauce and sour cream",Burrito
8084,"(Pork and beef) chile verde, beans, rice, sour cream and guacamole",Burrito
8089,"Black or refried beans, rice, lettuce, tomato, onion, cilantro, sour cream and guacamole",Burrito
8090,"Beans, rice, ranchero sauce (red sauce with peppers and onions) and sour cream.",Burrito
8093,Bean and cheese burrito and drink,Burrito
8095,Served with rice and beans and a drink,Burrito
8096,"With grilled tofu, charred vegetables and smoked tomato salsa",Burrito
8100,"A flour tortilla with black beans, pinto beans, corn, rice, stir fried onions, red and green bell peppers, and cheese. grilled to a golden brown. topped with cheese and mango salsa.",Burrito
8101,Pork and green chile with guacamole,Burrito
8102,Beef and red chile with guacamole,Burrito
8104,"Beef or chicken, cheese, lettuce, tomato, covered with green or red sauce, melted cheese and sour cream",Burrito
8105,"Beef, beans, cheese, covered with green or red sauce, melted cheese and sour cream",Burrito
8107,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8108,"Chorizo, Peppers, Spinach, Aged Cheddar, Home Fries",Burrito
8110,"Carne asada, two eggs, handcut fries wrapped in a burrito",Burrito
8111,"carne asada, two eggs, handcut fries wrapped in a burrito",Burrito
8117,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8118,"Our version comes stuffed with hashbrowns, bacon, sausage, eggs, cheese, and pico de gaillo all round up in a tortilla",Burrito
8120,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8129,"Flour tortillas stuffed with your choice of meat, rice and beans. Topped with our ranchero sauce, melted cheese and sour cream.",Burrito
8130,"Flour tortilla stuffed with scrambled eggs, peppers, onions, tomatoes, beans and cheese",Burrito
8133,"Your choice of Chicken, Ground Beef, Bean or Bean and meat.",Burrito
8136,"Flour tortilla rolled with ground beef, cheese and sauce upon request",Burrito
8137,"Came asada or grilled chicken breast. French fries, sour cream, fresh avocado and shredded cheese wrapped in a large flour tortilla. served with our house made salsa on the side",Burrito
8138,Choice of either seasoned criss cut or regular fries,Burrito
8140,"Pork, eggs",Burrito
8141,"Eggs, bacon, potatoes",Burrito
8149,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8150,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8151,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8152,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8155,Any self-inspired or chef-inspired burrito served tortilla-less in a bowl,Burrito
8156,"Warm flour tortilla, rice, black beans, Jack cheese, sour cream, lettuce and salsa",Burrito
8168,"Mexican rice, beans, rajas, onions, crema fresca",Burrito
8175,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8178,"Burrito wrap stuffed with a pound and a half of chicken or steak, lettuce, tomato, beans and cheese, topped with green salsa, with sour cream on the side.",Burrito
8179,"Steak or chicken, lettuce, tomato, beans, cheese, also and sour cream, in a burrito wrap topped with green salsa",Burrito
8181,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8182,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8183,"Just like a burrito, but served in a bowl without a tortilla.",Burrito
8185,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8186,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8187,"three eggs, hash browns, chorizo, cheddar in a flour tortilla, topped with salsa verde, sour cream, black olives",Burrito
8188,"Black beans, vitamin f, tofu or eggs, cheddar or daiya cheese, peppers and onions, pico de gallo, home fries.",Burrito
8192,"Wild rice fiesta, black bean mash, brown rice, chili sauce, cashew goji cheddar, cashew lemony cream, lettuce, pico de gallo and limony guacamole",Burrito
8197,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8206,"With egg, bacon, ham, sausage or veggies",Burrito
8211,Spiced potatoes and beans with lettuce rolled in a flour tortilla served with sweet potato fries,Burrito
8212,"Romaine lettuce, cucumber, radish, red onions, corn, cheese, tomato, guacamole with dressing on the side and choice of meat.",Burrito
8213,"Scrambled eggs, pork green chili, smashed beans, fresh grated cheese, Mexican crema, more pork green chili, fresh pico de gallo",Burrito
8214,"Scrambled eggs, pork green chili, smashed beans, fresh grated cheese, mexican crema, more pork green chili, fresh pico de gallo",Burrito
8215,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8221,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8222,"Choose between pulled chicken, pork or chopped BBQ beef",Burrito
8229,"Scrambled Eggs, Grilled Steak, Pepperjack Cheese, Shredded Jack and Cheddar Cheeses and Fresh Salsa Wrapped in a Warm Flour Tortilla.",Burrito
8230,"Scrambled eggs, sausage, ham, bacon bits, hash brown nuggets, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
8231,"Warm sausage gravy, smothered over scrambled eggs, sausage, ham, bacon bits, hash brown nuggets and shredded jack and cheddar cheeses, all wrapped in a warm flour tortilla.",Burrito
8232,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla.",Burrito
8238,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and pico de gallo.",Burrito
8243,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
8244,Beef or chicken,Burrito
8246,Shrimp add 0.89,Burrito
8250,"Two eggs scrambled with seasoned home fries, peppers, onions, black beans and jack and cheddar cheese in a flour tortilla topped with salsa and drizzled with sour cream.",Burrito
8253,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8254,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8255,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8256,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8257,"An extra large, flour tortilla stuffed with chile colorado, chile verde, chunky chicken, refried beans, jack and cheddar cheese and topped with red chile sauce and sour cream.",Burrito
8258,"Marinated strips of grilled beef or chicken, onions, peppers and refried beans rolled into a fresh flour tortilla, topped with red chile sauce, guacamole and sour cream.",Burrito
8259,"Carne asada, beans, rice, onions, cilantro, pico de gallo and fire roasted salsa.",Burrito
8262,"An extra large, flour tortilla stuffed with portabella mushrooms, zucchini, yellow squash, grilled onions, bell peppers, fresh grilled tomatoes, rice and beans.",Burrito
8263,"An extra large flour tortilla filled with your choice of chile colorado, chile verde or chunky chicken and refried beans then topped with our red chile sauce and melted cheese.",Burrito
8266,Refried beans and cheese folded into a fresh flour tortilla.,Burrito
8267,"Three eggs, cheese, seasoned taco meat and hash browns served with salsa and sour cream",Burrito
8268,"Tuna, salmon, crab, avocado, cucumber, soy paper",Burrito
8271,"Scrambled eggs, sausage, ham, bacon bits, hash brown nuggets, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
8272,"Warm sausage gravy, smothered over scrambled eggs, sausage, ham, bacon bits, hash brown nuggets and shredded jack and cheddar cheeses, all wrapped in a warm flour",Burrito
8273,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla.",Burrito
8275,One of each served with rice and vegetables,Burrito
8276,"Grilled shrimp with bell peppers and onions. Served with rice, pico de gallo, lettuce and sour cream.",Burrito
8277,"Beef chunks in red chile sauce. Served with lettuce, cheese and sour cream.",Burrito
8278,"A flour tortilla stuffed with pork that has been cooked with tomatoes, onions and bell peppers. Topped with cheese.",Burrito
8279,"Grilled steak or chicken filled with onions, bell peppers and beans. Topped with cheese, lettuce, guacamole, sour cream and pico de gallo.",Burrito
8280,"Filled with rice, beans and choice of chile verde, chile colorado, carnitas, came asada, pollo, chorizo or al pastor.",Burrito
8283,"Spice ground beef and bean chili, wrapped in a soft tortilla and topped with shredded cheddar, lettuce, tomato, and black olives",Burrito
8288,"scrambled eggs, choice of chorizo, bacon or sausage, breakfast potatoes, beans, monterey jack",Burrito
8291,With rice and beans,Burrito
8292,With rice and beans,Burrito
8296,With rice and beans,Burrito
8297,With rice and beans,Burrito
8299,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8311,"Choice of meat, rice, beans, cheese, sour cream, guacamole, onions, cilantro, salsa.",Burrito
8314,"spicy beef sirloin, salsa fresca, Jack cheese, New Mexico green chile sauce, seasonal rice",Burrito
8316,"grilled cilantro pesto chicken, salsa fresca, Jack cheese, red chile sauce, season rice",Burrito
8320,"Roast pork, beans, rice, lettuce, cheddar cheese, tomato and sour cream.",Burrito
8321,"Beans, rice, lettuce, cheddar cheese, tomato and sour cream.",Burrito
8322,"Grilled chicken, beans, rice, lettuce, cheddar cheese, tomato and sour cream.",Burrito
8323,"Grilled seasonal vegetables, avocado, rice, beans, lettuce and tomatoes.",Burrito
8324,"Chorizo, eggs, onions, cheddar, bell peppers, pico de gallo",Burrito
8335,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8342,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8343,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
8344,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8345,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
8346,"Skyline chili bean mix in a soft tortilla, topped with our secretrecipe chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
8347,"Skyline chili bean mix in a soft tortilla, topped with our secret-recipe chili and shredded cheddar cheese.",Burrito
8348,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8354,"Your choice of pulled chicken or ground beef, smothered in cheese sauce.",Burrito
8357,Beef or chicken and bean smothered burrito topped with cheese,Burrito
8361,"Egg whites scrambled with grilled chicken, jack cheese, green onion and tomatoes, wrapped in two flour tortillas, served with black beans and a side of salsa cruda",Burrito
8364,"Marinated chicken, lettuce, tomatoes, avocado, jack cheese, green onion, cilantro and chipotle cream, wrapped in a wheat tortilla, served with house chips and salsa cruda",Burrito
8365,"Eggs scrambled with jack cheese, scallions, tomatoes, wrapped in two flour tortillas, served with black beans topped with sour cream, cheese, and a side of salsa cruda",Burrito
8368,"Tuna, salmon, crab meat, avocado, cucumber, soybean paper",Burrito
8369,"Rice, beans, cream and lettuce.",Burrito
8370,"Rice, beans, mushrooms, zucchini, bell pepper, broccoli, tofu and salsa.",Burrito
8371,With everything.,Burrito
8372,"Meat, rice, beans, cheese, guacamole, lettuce cream and tomato.",Burrito
8373,"Beef, onions, bell pepper eggs.",Burrito
8374,"Rice, beans, cheese and eggs.",Burrito
8375,With everything.,Burrito
8376,"Meat, rice, beans, cheese and guacamole.",Burrito
8377,Rice and beans.,Burrito
8378,Rice and beans.,Burrito
8379,"Meat, beans and rice.",Burrito
8380,"Guacamole, lettuce, cheese, cream, beans and rice.",Burrito
8381,"Beans, rice, and cheese.",Burrito
8389,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8390,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8392,"Large flour tortilla filled with your choice of green chile chicken or red chile carne asada, beans, rice and pico de gallo",Burrito
8394,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8395,"steak, rice, beans, pico de gallo, cheese, plantain, lettuce, bell peppers",Burrito
8396,"Scrambled egg, pepper jack cheese, sausage, caramelized onions bell peppers, hash browns and salsa in a tomato basil tortilla",Burrito
8397,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8399,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
8401,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
8403,"Scrambled eggs, cheddar cheese, peppers, onions sausage served with salsa and sour cream",Burrito
8404,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8405,"Flour tortilla, beans, choice of meat and fresh salsa",Burrito
8406,"Flour tortilla,  choice of meat and fresh salsa",Burrito
8407,"Beans, cheese and fresh salsa",Burrito
8410,"Flour tortilla, beans, and fresh salsa",Burrito
8411,"Scrambled eggs with cheese, meat and salsa in a tortilla with a side of potatoes",Burrito
8415,"potato, chorizo, cheese, egg, guacamole, pico de gallo",Burrito
8418,"Hashbrowns, tillamook cheddar, scrambled eggs, black bean salsa, cilantro sour cream, salsa roja",Burrito
8426,"Potatoes, egg and cheese. Add bacon or sausage",Burrito
8434,"Shredded beef, cheese and chile.",Burrito
8436,"Ground beef, beans, cheese and chile.",Burrito
8438,Shredded chicken breast swaddled in a flour tortilla.,Burrito
8446,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8447,"Shredded romaine, rice, black beans, jack cheez, guacamole with hot sauce",Burrito
8449,"Scrambled eggs, chorizo, potatoes, cheddar, green chili",Burrito
8453,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8454,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8455,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8456,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
8462,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8463,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8469,One beef and one chicken burrito served with rice and guacamole.,Burrito
8470,Chicken burrito with cheese sauce.,Burrito
8471,Shredded chicken burrito topped with mole sauce.,Burrito
8472,"Chicken breast meat and beans rolled in tortilla and topped with green sauce, guacamole and sour cream served with rice.",Burrito
8473,"Our fresh grand tortilla filled with spicy ground beef and beans topped with rice sauce, guacamole, and sour cream served with Mexican rice.",Burrito
8479,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8482,"Scrambled eggs, breakfast sausage, caramelized onions, breakfast potatoes, Hatch green chile",Burrito
8483,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8484,Choice of meat,Burrito
8488,"Served with rice, beans, onions, bell pepper, avocado, cream, cheese, and hot sauce",Burrito
8489,"Cheese, beans, rice, onion, bell pepper, and hot sauce.",Burrito
8490,"Rice, beans, topped with red sauce, choice of meat, sour cream, avocado, lettuce and tomato",Burrito
8491,"Mexican sausage and eggs, beans, salsa, rice cheese, sour cream and avocado",Burrito
8492,"Served with rice, beans, cheese, sour cream avocado, salsa, and choice of meat",Burrito
8493,"Mexican sausage and eggs, rice, beans and salsa",Burrito
8494,"Served with beans, cheese, onions, cilantro, special salsa and choice of meat",Burrito
8495,"Rice, beans, lettuce, cheese, avocado, sour cream and salsa",Burrito
8496,"Served with rice, beans, salsa and meat",Burrito
8502,"A flour tortilla, filled with a choice of chicken, chorizo, bacon, ham or sausage along with two eggs, onions, green chilies, refried beans and potatoes. topped with our homemade pork green chili, cheese, tomatoes, sour cream and chives.",Burrito
8505,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8506,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8507,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8508,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8509,Grilled marinated steak,Burrito
8510,With vegetables of the day,Burrito
8511,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8512,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
8513,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8515,"Flour tortilla filled with scrambled egg, grilled chicken or steak, rajas, chipotle roasted tomatoes, Oaxaca cheese topped with tomatillo salsa and served with Mexican rice and black beans",Burrito
8519,"A large flour tortilla filled with your guisado or vegetarian choice, smothered with a mild sauce then sprinkled with white cheese and placed in broiler until cheese is almost golden brown",Burrito
8520,"2 eggs, zucchini, mushroom, spinach, tomato and cheese (salsa and sour cream optional) .",Burrito
8521,"2 eggs, bacon or ham, breakfast potatoes, cheese and salsa (sour cream optional) .",Burrito
8524,"Seasoned chicken breast with onions and peppers wrapped in a flour tortilla and topped with our homemade enchilada sauce, cheddar cheese, sour cream and roasted corn salsa, served with black beans and rice",Burrito
8525,"House pulled pork, cheddar cheese, jalapeno tortilla, green chili, avocado, and sour cream",Burrito
8526,"House pulled pork, cheddar cheese, jalapeno tortilla, green chili, avocado, and sour cream",Burrito
8527,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8529,"Ham, bacon or sausage scrambled with eggs, potato and cheese with homemade salsa fresca.",Burrito
8532,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8533,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8534,Served with black beans and rice.,Burrito
8535,Served with black beans and rice.,Burrito
8536,Served with black beans and rice.,Burrito
8540,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8541,"Choice of meat, rice, beans, cheese, guacamole, sour cream, and salsa.",Burrito
8550,"A mix of seasonal steamed veggies, salsa, and your choice of black or pinto beans, brown rice or quinoa, topped with guacamole and corn pumpkin-seed relish. wrapped in an organic wheat or white flour tortilla (or bowl) .",Burrito
8551,"Black or pinto beans, brown rice or quinoa, vegan cashew cheese or tillamook cheddar cheese, topped with avocado.",Burrito
8553,"A mix of seasonal steamed veggies, salsa, and your choice of black or pinto beans, brown rice or quinoa, topped with guacamole and corn pumpkin-seed relish. wrapped in an organic wheat or white flour tortilla (or bowl) .",Burrito
8554,"Black or pinto beans, brown rice or quinoa, vegan cashew cheese or tillamook cheddar cheese, topped with avocado.",Burrito
8558,"A savory blend of diced potato, sweet potato, onion, tomato, cilantro, and lean ground turkey wrapped in a whole wheat tortilla and topped with If cheddar cheese.",Burrito
8559,"Served with your choice of meat (ham, bacon, or sausage) , hashbrowns, two eggs, our signature sauce, and shredded cheese all wrapped in a Burrito",Burrito
8561,"With meat, beans, one egg and chili sauce",Burrito
8564,"With meat, beans and chili sauce",Burrito
8565,Served with beans and rice,Burrito
8567,"Chorizo, whole beans, rice and cheese",Burrito
8568,"Pieces of pork, whole beans, red chile",Burrito
8569,"Egg, whole beans, rice and cheese",Burrito
8570,"Meat, potatoes, and chives with red chile and cheese",Burrito
8571,"Flour tortilla, beans, choice of meat and fresh salsa",Burrito
8572,"Flour tortilla,  choice of meat and fresh salsa",Burrito
8573,"Beans, cheese and fresh salsa",Burrito
8576,"Flour tortilla, beans, and fresh salsa",Burrito
8584,"Mexican style fresh roast Pork, full of flavor with Tomatillo Salsa",Burrito
8585,"Flour Tortilla stuffed with two farm fresh Eggs, Chorizo, and a Tomatillo Salsa Verde on the side",Burrito
8587,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8589,(pork) w. guacamole,Burrito
8591,"Warm flour tortilla stuffed with fresh grilled chicken, sauteed mushrooms, peppers, onions and cheddar jack cheese. Topped off with our house-made white cheese sauce, salsa and sour cream. Served with tortilla chips on the side.",Burrito
8597,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
8598,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8599,"Two burritos choice of beef, chicken, pork or beans and cheese.",Burrito
8601,Comes with green or red sauce.,Burrito
8602,"Fajitas beef or chicken, stuffed with rice and beans, tomatoes, onions, bell peppers, sour cream, green or red sauce.",Burrito
8603,"Chile relleno, stuffed with rice and beans, sour cream and green or red sauce.",Burrito
8604,"Choice of beef, chicken, or pork, rice and beans, guacamole, sour cream onions, tomatoes and cilantro.",Burrito
8607,With Rice and Beans,Burrito
8608,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8614,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
8620,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
8621,"Scrambled eggs, grilled steak, pepperjack cheese, shredded jack and fresh salsa wrapped in a warm flour tortilla.",Burrito
8622,"Scrambled eggs, sausage, ham, bacon bites, hash brown nuggets, shredded jack and cheddar cheese and fresh salsa wrapped in a warm flour tortilla.",Burrito
8623,"Warm sausage gravy, smothered over scrambled eggs, sausage, ham, bacon bits, hash brown nuggets and shredded jack and cheddar cheeses, all wrapped in warm flour tortilla.",Burrito
8624,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla.",Burrito
8631,"Two over-sized flour tortillas stuffed with meat and topped with chile con queso, garnished with lettuce and tomato.",Burrito
8633,"With chili con queso, Spanish rice and refried beans.",Burrito
8636,With egg and cheese or ham and cheese or peppers and salsa,Burrito
8638,Your choice of our marinated chicken or pulled pork and black beans wrapped in a flour tortilla. Topped with melted jack cheese and salsa,Burrito
8639,Spicy mashed sweet potatoes and black beans wrapped in a tomato tortilla. Topped with melted jack cheese and salsa,Burrito
8640,Marinated and sauteed chicken and black beans wrapped in a flour tortilla. topped with melted jack cheese and salsa,Burrito
8645,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
8647,"Chicken, shredded beef, ground beef, Chile Colorado beef, chile verde, carnitas, Carne asada, vegetarian (sauteed veggies, or beans, rice, and cheese)",Burrito
8657,"A flour tortilla rolled with our famous grilled chicken or steak, grilled onions and peppers, and topped with our zesty salsa ranchera, melted cheese and fresh avocado. served with mexican rice and charro-beans.",Burrito
8659,"Grilled steak or chicken, onions, cilantro, mexican rice, mexi-beans and your option of hot or mild salsa rolled in a large flour tortilla. topped with sour cream, avocado and crispy corn tortilla strips.",Burrito
8661,"Grilled spinach, onions, peppers, and mushrooms rolled inside a flour tortilla. topped with sour cream, lettuce, cheese and a tomato slice.",Burrito
8662,"Seasoned shredded chicken or ground beef burrito topped with lettuce, cheese, sour cream and a tomato slice.",Burrito
8671,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
8672,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
8673,Melted cheese and salsa fresca. With chicken or steak.,Burrito
8674,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
